,Static (M),Dynamic Allocation,Static (M),Static (M),Static (M),Static (M),Static (M)
2024-10-17 13:09:40.203909,-0.0196188266113451,,,,,,
2024-10-17 15:34:40.112396,,,,0.0,,,
2024-10-18 04:00:00.000000,,-0.0161984358314057,0.0,,,0.0,0.0
2024-10-18 13:09:40.203909,-0.0272196943762648,,,,,,
2024-10-18 15:34:40.112396,,,,-0.0163946774113147,,,
2024-10-21 04:00:00.000000,,-0.0135927603031416,0.0,,,0.0,0.0
2024-10-21 13:09:40.203909,-0.0293565624044122,,,,,,
2024-10-21 15:34:40.112396,,,,-0.0238712776895049,,,
2024-10-22 04:00:00.000000,,-0.0105033736040389,0.0,,,0.0,0.0
2024-10-22 13:09:40.203909,-0.0263209946848906,,,,,,
2024-10-22 15:34:40.112396,,,,-0.0303865215776167,,,
2024-10-23 04:00:00.000000,,-0.0266182895531266,-0.0168621834409309,,,-0.0168621834409309,-0.0168621834409309
2024-10-23 13:09:40.203909,-0.0133133660491874,,,,,,
2024-10-23 15:34:40.112396,,,,-0.0402727886188258,,,
2024-10-24 04:00:00.000000,,-0.0217117762652766,-0.0118131907446819,,,-0.0118131907446819,-0.0118131907446819
2024-10-24 13:09:40.203909,-0.0116175437539839,,,,,,
2024-10-24 15:34:40.112396,,,,-0.0436250100544172,,,
2024-10-25 04:00:00.000000,,-0.0178830481386015,-0.0093755342403983,,,-0.0093755342403983,-0.0093755342403981
2024-10-25 13:09:40.203909,-0.0069222433230853,,,,,,
2024-10-25 15:34:40.112396,,,,-0.0509169383766745,,,
2024-10-28 04:00:00.000000,,-0.0150670673108932,-0.0050912649033234,,,-0.0050912649033234,-0.0050912649033231
2024-10-28 13:09:40.203909,-0.0011857781162173,,,,,,
2024-10-28 15:34:40.112396,,,,-0.0526586087301456,,,
2024-10-29 04:00:00.000000,,-0.007897629460452,0.0,,,0.0,0.0
2024-10-29 13:09:40.203909,-0.010150983827152,,,,,,
2024-10-29 15:34:40.112396,,,,-0.0513538249268263,,,
2024-10-30 04:00:00.000000,,-0.0134568208156592,-0.0002789191837248,,,-0.0002789191837248,-0.0002789191837246
2024-10-30 13:09:40.203909,-0.0072553697411228,,,,,,
2024-10-30 15:34:40.112396,,,,-0.0349360374293423,,,
2024-10-31 04:00:00.000000,,-0.0327985063935601,-0.0192414258026517,,,-0.0192414258026517,-0.0192414258026515
2024-10-31 13:09:40.203909,-0.0071567438591044,,,,,,
2024-10-31 15:34:40.112396,,,,-0.0258437179023728,,,
2024-11-01 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-01 13:09:40.203909,-0.0015305286965959,,,,,,
2024-11-01 15:34:40.112396,,,,-0.0198145035573513,,,
2024-11-04 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-04 13:09:40.203909,-0.0079547101648123,,,,,,
2024-11-04 15:34:40.112396,,,,-0.0261578922931738,,,
2024-11-05 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-05 13:09:40.203909,-0.0213757568352911,,,,,,
2024-11-05 15:34:40.112396,,,,-0.0216090063542576,,,
2024-11-06 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-06 13:09:40.203909,-0.0143035489996815,,,,,,
2024-11-06 15:34:40.112396,,,,-0.0293074904559722,,,
2024-11-07 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-07 13:09:40.203909,0.0,,,,,,
2024-11-07 15:34:40.112396,,,,-0.0396023760035578,,,
2024-11-08 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-08 13:09:40.203909,0.0,,,,,,
2024-11-08 15:34:40.112396,,,,-0.0492334308729709,,,
2024-11-11 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-11 13:09:40.203909,-0.0027908069604242,,,,,,
2024-11-11 15:34:40.112396,,,,-0.0594553311816834,,,
2024-11-12 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-12 13:09:40.203909,-0.0035110532771653,,,,,,
2024-11-12 15:34:40.112396,,,,-0.0460593973598791,,,
2024-11-13 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-13 13:09:40.203909,-0.0065137267414152,,,,,,
2024-11-13 15:34:40.112396,,,,-0.0384537099748647,,,
2024-11-14 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-14 13:09:40.203909,-0.0196692243040307,,,,,,
2024-11-14 15:34:40.112396,,,,-0.0469972257056073,,,
2024-11-15 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-15 13:09:40.203909,-0.0166435782717642,,,,,,
2024-11-15 15:34:40.112396,,,,-0.0592695836018046,,,
2024-11-18 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-18 13:09:40.203909,-0.008936793530248,,,,,,
2024-11-18 15:34:40.112396,,,,-0.0544382257107286,,,
2024-11-19 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-19 13:09:40.203909,-0.0056699153071289,,,,,,
2024-11-19 15:34:40.112396,,,,-0.0434421898457588,,,
2024-11-20 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-20 13:09:40.203909,-0.0060557135920937,,,,,,
2024-11-20 15:34:40.112396,,,,-0.0381209505336074,,,
2024-11-21 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-21 13:09:40.203909,-0.0150694000271236,,,,,,
2024-11-21 15:34:40.112396,,,,-0.0359775443778084,,,
2024-11-22 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-22 13:09:40.203909,-0.0262380967884447,,,,,,
2024-11-22 15:34:40.112396,,,,-0.0448170623153614,,,
2024-11-25 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-25 13:09:40.203909,-0.037073877874763,,,,,,
2024-11-25 15:34:40.112396,,,,-0.0391332079538946,,,
2024-11-26 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-26 13:09:40.203909,-0.0358351878669337,,,,,,
2024-11-26 15:34:40.112396,,,,-0.0469234572179465,,,
2024-11-27 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-27 13:09:40.203909,-0.0398673956212701,,,,,,
2024-11-27 15:34:40.112396,,,,-0.0510540646060666,,,
2024-11-28 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-28 13:09:40.203909,-0.0479694974219778,,,,,,
2024-11-28 15:34:40.112396,,,,-0.0517432430330503,,,
2024-11-29 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-11-29 13:09:40.203909,-0.0383561415829973,,,,,,
2024-11-29 15:34:40.112396,,,,-0.0627023592021749,,,
2024-12-02 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-02 13:09:40.203909,-0.0319021010506856,,,,,,
2024-12-02 15:34:40.112396,,,,-0.056221485314716,,,
2024-12-03 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-03 13:09:40.203909,-0.0278167513763512,,,,,,
2024-12-03 15:34:40.112396,,,,-0.0569765130058221,,,
2024-12-04 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-04 13:09:40.203909,-0.0224665263251639,,,,,,
2024-12-04 15:34:40.112396,,,,-0.0626026141355694,,,
2024-12-05 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-05 13:09:40.203909,-0.0112193788266821,,,,,,
2024-12-05 15:34:40.112396,,,,-0.0576498770225175,,,
2024-12-06 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-06 13:09:40.203909,-0.014262733800254,,,,,,
2024-12-06 15:34:40.112396,,,,-0.0554328465889731,,,
2024-12-09 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-09 13:09:40.203909,-0.0226209534888297,,,,,,
2024-12-09 15:34:40.112396,,,,-0.0508888106825633,,,
2024-12-10 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-10 13:09:40.203909,-0.0198100702626224,,,,,,
2024-12-10 15:34:40.112396,,,,-0.0540192756801282,,,
2024-12-11 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-11 13:09:40.203909,-0.0247621033151321,,,,,,
2024-12-11 15:34:40.112396,,,,-0.0542897498984626,,,
2024-12-12 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-12 13:09:40.203909,-0.0300106446478812,,,,,,
2024-12-12 15:34:40.112396,,,,-0.0497797116054857,,,
2024-12-13 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-13 13:09:40.203909,-0.0375654770007866,,,,,,
2024-12-13 15:34:40.112396,,,,-0.0564075808521976,,,
2024-12-16 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-16 13:09:40.203909,-0.0427123846301411,,,,,,
2024-12-16 15:34:40.112396,,,,-0.0619882439286619,,,
2024-12-17 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-17 13:09:40.203909,-0.0398007659295313,,,,,,
2024-12-17 15:34:40.112396,,,,-0.0717830254893383,,,
2024-12-18 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-18 13:09:40.203909,-0.0389816488128678,,,,,,
2024-12-18 15:34:40.112396,,,,-0.0801852486787063,,,
2024-12-19 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-19 13:09:40.203909,-0.0364137198267554,,,,,,
2024-12-19 15:34:40.112396,,,,-0.0721647550627709,,,
2024-12-20 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-20 13:09:40.203909,-0.0489833229592552,,,,,,
2024-12-20 15:34:40.112396,,,,-0.0741571360726626,,,
2024-12-23 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-23 13:09:40.203909,-0.0467899795133159,,,,,,
2024-12-23 15:34:40.112396,,,,-0.073197025111917,,,
2024-12-24 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-24 13:09:40.203909,-0.0369285258948085,,,,,,
2024-12-24 15:34:40.112396,,,,-0.0720525971052798,,,
2024-12-25 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-25 13:09:40.203909,-0.042837302832728,,,,,,
2024-12-25 15:34:40.112396,,,,-0.0663234207655465,,,
2024-12-26 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-26 13:09:40.203909,-0.0389283641503647,,,,,,
2024-12-26 15:34:40.112396,,,,-0.0686097818231645,,,
2024-12-27 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-27 13:09:40.203909,-0.0441890129881421,,,,,,
2024-12-27 15:34:40.112396,,,,-0.0640316538458294,,,
2024-12-30 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-30 13:09:40.203909,-0.0509499229367838,,,,,,
2024-12-30 15:34:40.112396,,,,-0.0588535721370987,,,
2024-12-31 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2024-12-31 13:09:40.203909,-0.0593211618735838,,,,,,
2024-12-31 15:34:40.112396,,,,-0.0518579317539115,,,
2025-01-01 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-01 13:09:40.203909,-0.0719592134941889,,,,,,
2025-01-01 15:34:40.112396,,,,-0.0366054433344251,,,
2025-01-02 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-02 13:09:40.203909,-0.0793299238717352,,,,,,
2025-01-02 15:34:40.112396,,,,-0.0522469117004475,,,
2025-01-03 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-03 13:09:40.203909,-0.0762954489068202,,,,,,
2025-01-03 15:34:40.112396,,,,-0.0467531866013463,,,
2025-01-06 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-06 13:09:40.203909,-0.0712613216978432,,,,,,
2025-01-06 15:34:40.112396,,,,-0.0514903834078629,,,
2025-01-07 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-07 13:09:40.203909,-0.0669956515685902,,,,,,
2025-01-07 15:34:40.112396,,,,-0.0428413931047232,,,
2025-01-08 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-08 13:09:40.203909,-0.0578382723881245,,,,,,
2025-01-08 15:34:40.112396,,,,-0.0285354768141699,,,
2025-01-09 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-09 13:09:40.203909,-0.0472143102034824,,,,,,
2025-01-09 15:34:40.112396,,,,-0.0120148223895361,,,
2025-01-10 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-10 13:09:40.203909,-0.0425636273859845,,,,,,
2025-01-10 15:34:40.112396,,,,-0.0191561301054423,,,
2025-01-13 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-13 13:09:40.203909,-0.0449165934096654,,,,,,
2025-01-13 15:34:40.112396,,,,-0.0162696637423386,,,
2025-01-14 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-14 13:09:40.203909,-0.0447826073650219,,,,,,
2025-01-14 15:34:40.112396,,,,-0.0250488525297015,,,
2025-01-15 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-15 13:09:40.203909,-0.0343563138970246,,,,,,
2025-01-15 15:34:40.112396,,,,-0.0092008601798936,,,
2025-01-16 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-16 13:09:40.203909,-0.0335916719168811,,,,,,
2025-01-16 15:34:40.112396,,,,-0.0086340732378733,,,
2025-01-17 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-17 13:09:40.203909,-0.0393457973286789,,,,,,
2025-01-17 15:34:40.112396,,,,-0.0021375107506995,,,
2025-01-20 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-20 13:09:40.203909,-0.0387816635680933,,,,,,
2025-01-20 15:34:40.112396,,,,0.0,,,
2025-01-21 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-21 13:09:40.203909,-0.02906962548541,,,,,,
2025-01-21 15:34:40.112396,,,,0.0,,,
2025-01-22 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-22 13:09:40.203909,-0.0276288509698855,,,,,,
2025-01-22 15:34:40.112396,,,,0.0,,,
2025-01-23 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-23 13:09:40.203909,-0.0280156513322873,,,,,,
2025-01-23 15:34:40.112396,,,,0.0,,,
2025-01-24 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-24 13:09:40.203909,-0.0241300368137393,,,,,,
2025-01-24 15:34:40.112396,,,,0.0,,,
2025-01-27 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-27 13:09:40.203909,-0.0188327895287134,,,,,,
2025-01-27 15:34:40.112396,,,,0.0,,,
2025-01-28 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-28 13:09:40.203909,-0.0234609056918804,,,,,,
2025-01-28 15:34:40.112396,,,,-0.0074730989432538,,,
2025-01-29 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-29 13:09:40.203909,-0.0344800014098607,,,,,,
2025-01-29 15:34:40.112396,,,,0.0,,,
2025-01-30 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-30 13:09:40.203909,-0.0268535570902134,,,,,,
2025-01-30 15:34:40.112396,,,,-0.0019708753820945,,,
2025-01-31 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-01-31 13:09:40.203909,-0.021184428854422,,,,,,
2025-01-31 15:34:40.112396,,,,0.0,,,
2025-02-03 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-03 13:09:40.203909,-0.0168898348021784,,,,,,
2025-02-03 15:34:40.112396,,,,0.0,,,
2025-02-04 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-04 13:09:40.203909,-0.0156315614363186,,,,,,
2025-02-04 15:34:40.112396,,,,-0.0032040365913071,,,
2025-02-05 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-05 13:09:40.203909,-0.0184485184950256,,,,,,
2025-02-05 15:34:40.112396,,,,-0.0001486631377992,,,
2025-02-06 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-06 13:09:40.203909,-0.0250232384112755,,,,,,
2025-02-06 15:34:40.112396,,,,0.0,,,
2025-02-07 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-07 13:09:40.203909,-0.0426998845059327,,,,,,
2025-02-07 15:34:40.112396,,,,0.0,,,
2025-02-10 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-10 13:09:40.203909,-0.0420598423786245,,,,,,
2025-02-10 15:34:40.112396,,,,-0.0066922519246183,,,
2025-02-11 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-11 13:09:40.203909,-0.0399269640724203,,,,,,
2025-02-11 15:34:40.112396,,,,-0.0027712438345856,,,
2025-02-12 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-12 13:09:40.203909,-0.0423659634864739,,,,,,
2025-02-12 15:34:40.112396,,,,0.0,,,
2025-02-13 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-13 13:09:40.203909,-0.0448502592276814,,,,,,
2025-02-13 15:34:40.112396,,,,-0.0048041156853055,,,
2025-02-14 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-14 13:09:40.203909,-0.0373639033677515,,,,,,
2025-02-14 15:34:40.112396,,,,-0.022543702687269,,,
2025-02-17 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-17 13:09:40.203909,-0.0332521222099809,,,,,,
2025-02-17 15:34:40.112396,,,,-0.0235134122123199,,,
2025-02-18 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-18 13:09:40.203909,-0.0270002588765738,,,,,,
2025-02-18 15:34:40.112396,,,,-0.0256799217563632,,,
2025-02-19 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-19 13:09:40.203909,-0.0199202043673316,,,,,,
2025-02-19 15:34:40.112396,,,,-0.028007242260341,,,
2025-02-20 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-20 13:09:40.203909,-0.0084761594766511,,,,,,
2025-02-20 15:34:40.112396,,,,-0.0435104280147989,,,
2025-02-21 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-21 13:09:40.203909,-0.0189473274219392,,,,,,
2025-02-21 15:34:40.112396,,,,-0.0410950818914642,,,
2025-02-24 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-24 13:09:40.203909,-0.0299493075458179,,,,,,
2025-02-24 15:34:40.112396,,,,-0.0358834881724624,,,
2025-02-25 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-25 13:09:40.203909,-0.0151087473539097,,,,,,
2025-02-25 15:34:40.112396,,,,-0.0363562006901009,,,
2025-02-26 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-26 13:09:40.203909,-0.0013565211090494,,,,,,
2025-02-26 15:34:40.112396,,,,-0.046801459492729,,,
2025-02-27 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-27 13:09:40.203909,-0.0077573997520244,,,,,,
2025-02-27 15:34:40.112396,,,,-0.0498181347849918,,,
2025-02-28 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-02-28 13:09:40.203909,-0.0047132484539772,,,,,,
2025-02-28 15:34:40.112396,,,,-0.047992545785928,,,
2025-03-03 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-03-03 13:09:40.203909,0.0,,,,,,
2025-03-03 15:34:40.112396,,,,-0.0304489119852762,,,
2025-03-04 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-03-04 13:09:40.203909,0.0,,,,,,
2025-03-04 15:34:40.112396,,,,-0.0447489712366051,,,
2025-03-05 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-03-05 13:09:40.203909,-0.0047261929052686,,,,,,
2025-03-05 15:34:40.112396,,,,-0.0488687589174867,,,
2025-03-06 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
2025-03-06 13:09:40.203909,-0.0191928460848442,,,,,,
2025-03-06 15:34:40.112396,,,,-0.0397775148875543,,,
2025-03-07 04:00:00.000000,,-0.0369206469416482,-0.0146452705466323,,,-0.0146452705466323,-0.0146452705466321
